collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,keyword-opportunity-spotter-github-pack,keyword-opportunity-spotter-github-pack,KeywordOpportunitySpotter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Keyword Opportunity Spotter.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/keyword-opportunity-spotter.agent.md,36a1759e2d955bfff2ec9ee0d9ccdea8fc02aabd2d67f758a3ecb1398ed9bcad,17,3,1,marketing; analytics; executive,specialist,keywordopportunityspotter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/keyword-opportunity-spotter-github-pack/manifest.json,keywordopportunityspotter,,overlap-marketing-campaign-content-seo
github-agents-v1,l1-auto-resolver-github-pack,l1-auto-resolver-github-pack,L1AutoResolver Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para L1 Auto Resolver.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/l1-auto-resolver.agent.md,cfb799555265fd09694ba8772b3674b05a3b5eff1c32c4ed49b7a39486e35636,17,3,1,marketing; customer-success; executive,specialist,l1autoresolver; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/l1-auto-resolver-github-pack/manifest.json,l1autoresolver,,overlap-support-ticket-sla
github-agents-v1,l3-bug-replicator-github-pack,l3-bug-replicator-github-pack,L3BugReplicator Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para L3 Bug Replicator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/l3-bug-replicator.agent.md,557ca95d039add64310d00b97b9b855a39d79877deb33611c7dc70db906825e3,17,3,1,marketing; customer-success; executive,specialist,l3bugreplicator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/l3-bug-replicator-github-pack/manifest.json,l3bugreplicator,,overlap-support-ticket-sla
github-agents-v1,landing-page-morpher-github-pack,landing-page-morpher-github-pack,LandingPageMorpher Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Landing Page Morpher.",experimental,P3,ready,yes,yes,.github/agents/cycle-07/landing-page-morpher.agent.md,e32976f6248fa41b4cf79d3858623a91332ce71e960b9e8afd76d1ed59fb7c91,17,3,1,marketing; analytics; executive,specialist,landingpagemorpher; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/landing-page-morpher-github-pack/manifest.json,landingpagemorpher,,
github-agents-v1,launch-planner-github-pack,launch-planner-github-pack,LaunchPlanner Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Launch Planner.",long_tail,P2,ready,yes,yes,.github/agents/cycle-07/launch-planner.agent.md,b88b75e7450b4345de8027ac9e43abd2f37cfc530b9b0067b24531fbe4549d3e,17,3,1,marketing; product; executive,suite,launchplanner; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/launch-planner-github-pack/manifest.json,launchplanner,,overlap-product-launch-feedback
github-agents-v1,lead-magnet-creator-github-pack,lead-magnet-creator-github-pack,LeadMagnetCreator Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Lead Magnet Creator.",especialista,P1,ready,yes,yes,.github/agents/cycle-07/lead-magnet-creator.agent.md,68ee148b85cf74e5a7d7169159336b81ee7065a40e8b9e62a95c1784cbec260f,17,3,1,sales; marketing; executive,specialist,leadmagnetcreator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/lead-magnet-creator-github-pack/manifest.json,leadmagnetcreator,,overlap-lead-prospecting-outreach
github-agents-v1,lead-routing-troubleshooter-github-pack,lead-routing-troubleshooter-github-pack,LeadRoutingTroubleshooter Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Lead Routing Troubleshooter.",especialista,P1,ready,yes,yes,.github/agents/cycle-08/lead-routing-troubleshooter.agent.md,7c0c9ba7b517415b37a853b00b69559f47269585afd069fc02e774c95dd38a09,17,3,1,sales; marketing; executive,specialist,leadroutingtroubleshooter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/lead-routing-troubleshooter-github-pack/manifest.json,leadroutingtroubleshooter,,overlap-lead-prospecting-outreach; overlap-process-workflow-automation
github-agents-v1,lead-scoring-modeler-github-pack,lead-scoring-modeler-github-pack,LeadScoringModeler Agent,1.2.0,vendas,prompt-domain+rules,RevOps e Inteligência,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Lead Scoring Modeler.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/lead-scoring-modeler.agent.md,57efaadfaa31585d9072e9d1ba09c96cf538a4f6f4537d3e982fe4463de8ae96,17,3,1,sales; marketing; executive,specialist,leadscoringmodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/lead-scoring-modeler-github-pack/manifest.json,leadscoringmodeler,,overlap-lead-prospecting-outreach
github-agents-v1,leaderboard-broadcaster-github-pack,leaderboard-broadcaster-github-pack,LeaderboardBroadcaster Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Leaderboard Broadcaster.",especialista,P1,ready,yes,yes,.github/agents/cycle-06/leaderboard-broadcaster.agent.md,7e9cec96284205a7307df557ec8a6e96768d719855369220edadbc4b7f4ac173,17,3,1,sales; marketing; executive,specialist,leaderboardbroadcaster; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/leaderboard-broadcaster-github-pack/manifest.json,leaderboardbroadcaster,,overlap-lead-prospecting-outreach; overlap-executive-board-strategy
github-agents-v1,legal-clause-matcher-github-pack,legal-clause-matcher-github-pack,LegalClauseMatcher Agent,1.2.0,compliance,prompt-domain+rules,RevOps e Inteligência,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Legal Clause Matcher.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/legal-clause-matcher.agent.md,0dc5e8edf1a7c7cd1fe190cabdc55ac82f1b151f0a21ba34b8c6b55a5236bc93,17,3,1,marketing; finance; executive,specialist,legalclausematcher; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/legal-clause-matcher-github-pack/manifest.json,legalclausematcher,,overlap-compliance-risk-audit
github-agents-v1,limit-decrease-recommender-github-pack,limit-decrease-recommender-github-pack,LimitDecreaseRecommender Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Limit Decrease Recommender.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/limit-decrease-recommender.agent.md,b5f8c1678608cfb5437fe5992c9b0d32a983599ac00954f22cd45c67e2b397fe,17,3,1,marketing; customer-success; executive,specialist,limitdecreaserecommender; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/limit-decrease-recommender-github-pack/manifest.json,limitdecreaserecommender,,
github-agents-v1,liquidity-ratio-monitor-github-pack,liquidity-ratio-monitor-github-pack,LiquidityRatioMonitor Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Liquidity Ratio Monitor.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/liquidity-ratio-monitor.agent.md,e22eb605c92981fe767ff2821bc5e5070b20a8c66924c415b3aaa59a399c338d,17,3,1,marketing; customer-success; executive,specialist,liquidityratiomonitor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/liquidity-ratio-monitor-github-pack/manifest.json,liquidityratiomonitor,,overlap-fpna-budget-cost
github-agents-v1,liveness-check-analyzer-github-pack,liveness-check-analyzer-github-pack,LivenessCheckAnalyzer Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Liveness Check Analyzer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/liveness-check-analyzer.agent.md,722a58311d7e526e69e5223a71f6a7d2ccaa9bfb54ba6c3767247b59d01ae4d5,17,3,1,marketing; compliance; executive,specialist,livenesscheckanalyzer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/liveness-check-analyzer-github-pack/manifest.json,livenesscheckanalyzer,,overlap-kyc-aml-fraud
github-agents-v1,ltv-by-channel-calculator-github-pack,ltv-by-channel-calculator-github-pack,LTVbyChannelCalculator Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para LT Vby Channel Calculator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/ltv-by-channel-calculator.agent.md,8fa4ea4f8f7c82fcd5ec1830843bb5f7aa9661162f991a3560f644f0ceced913,17,3,1,marketing; analytics; executive,specialist,ltvbychannelcalculator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ltv-by-channel-calculator-github-pack/manifest.json,ltvbychannelcalculator,,
github-agents-v1,macro-factor-tracker-github-pack,macro-factor-tracker-github-pack,MacroFactorTracker Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Macro Factor Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/macro-factor-tracker.agent.md,cece98b31670146a5d9cefad314f86f2c85418db35ed137bc71e3cee44b95042,17,3,1,marketing; analytics; executive,specialist,macrofactortracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/macro-factor-tracker-github-pack/manifest.json,macrofactortracker,,
github-agents-v1,mapeia-github-pack,mapeia-github-pack,Mapeia Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Mapeia.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/mapeia.agent.md,d34bbd68c357957c385c26f2a0a256f4d1f24004ee09299b051cd621cf022c3f,17,3,1,marketing; finance; executive,specialist,mapeia; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/mapeia-github-pack/manifest.json,mapeia,,
github-agents-v1,mar-tech-sync-github-pack,mar-tech-sync-github-pack,MarTechSync Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Mar Tech Sync.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/mar-tech-sync.agent.md,d475650df3ec0c96fe1a7a81d2aad53d3b7691df7acf7bee44487695ef34f583,17,3,1,marketing; customer-success; executive,specialist,martechsync; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/mar-tech-sync-github-pack/manifest.json,martechsync,,
github-agents-v1,margin-calculator-github-pack,margin-calculator-github-pack,MarginCalculator Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Margin Calculator.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/margin-calculator.agent.md,a685034c7bad31a1ff31084091f733471526eadb92c9eba50346121d88ea1a7c,17,3,1,marketing; finance; executive,specialist,margincalculator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/margin-calculator-github-pack/manifest.json,margincalculator,,overlap-fpna-budget-cost
github-agents-v1,market-expansion-modeler-github-pack,market-expansion-modeler-github-pack,MarketExpansionModeler Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Market Expansion Modeler.",long_tail,P2,ready,yes,yes,.github/agents/cycle-06/market-expansion-modeler.agent.md,e57281493a4e740c4bdab06bd6526f1170c1600c74df1756f381362a012acf8a,17,3,1,sales; marketing; executive,specialist,marketexpansionmodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/market-expansion-modeler-github-pack/manifest.json,marketexpansionmodeler,,overlap-brand-market-competitive
github-agents-v1,market-sentinel-github-pack,market-sentinel-github-pack,MarketSentinel Agent,1.2.0,executivo,prompt-domain+rules,Executivos e Estratégia,CEO / Chief of Staff,"Use when monitoring market shifts, competitor moves, and external signals that impact executive strategy.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/market-sentinel.agent.md,4b4ece5b17e0ab6e0a5a6785fff3b61ce0dcec955004f68f9fe1d569a7a37910,17,3,1,marketing; analytics; executive,specialist,marketsentinel; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/market-sentinel-github-pack/manifest.json,marketsentinel,dup-010,overlap-brand-market-competitive; overlap-process-workflow-automation; overlap-executive-board-strategy
